Usuário;Computador;Ordem;Cod. Projeto;Cod. Lote;Cod. Pasta;Projeto;Lote;Pasta;Fase;Fase Destino;Imgs. Antes;Imgs. Depois;Docs. Antes;Docs. Depois;Início;Término;Tempo Gasto;Local;
Sara;DIGITACAO-1;54454;31;2;481;2024;07;JM_ADMI_0467;Verificação;Validação 2;1313;1313;46;46;9/19/2024 09:23:57;9/19/2024 10:05:31;00:41:34;Local Padrão;
Sara;DIGITACAO-1;54455;31;2;437;2024;07;JM_ADMI_0445;Verificação;Validação 2;1066;1066;36;36;9/19/2024 10:05:31;9/19/2024 10:05:43;00:00:12;Local Padrão;
Sara;DIGITACAO-1;54467;31;2;654;2024;07;JM_ADMI_0647;Verificação;Validação 2;1171;1171;31;31;9/19/2024 10:05:57;9/19/2024 10:44:38;00:38:41;Local Padrão;
Sara;DIGITACAO-1;54469;31;2;438;2024;07;JM_ADMI_0444;Verificação;Validação 2;908;908;28;28;9/19/2024 10:44:38;9/19/2024 10:44:45;00:00:07;Local Padrão;
Sara;DIGITACAO-1;54498;31;2;597;2024;07;JM_ADMI_0592;Verificação;Validação 2;1136;1136;31;31;9/19/2024 10:45:02;9/19/2024 11:17:00;00:31:58;Local Padrão;
Sara;DIGITACAO-1;54499;31;2;443;2024;07;JM_ADMI_0439;Verificação;;1069;1069;0;0;9/19/2024 11:17:00;9/19/2024 11:17:16;00:00:16;Local Padrão;
Sara;DIGITACAO-1;54500;31;2;598;2024;07;JM_ADMI_0586;Verificação;Validação 2;1183;1183;34;34;9/19/2024 11:17:33;9/19/2024 11:17:41;00:00:08;Local Padrão;
Sara;DIGITACAO-1;54525;31;2;598;2024;07;JM_ADMI_0586;Verificação;Validação 2;1183;1183;34;34;9/19/2024 11:18:02;9/19/2024 13:07:47;01:49:45;Local Padrão;
Sara;DIGITACAO-1;54526;31;2;458;2024;07;JM_ADMI_0464;Verificação;Validação 2;1201;1201;41;41;9/19/2024 13:07:47;9/19/2024 13:07:53;00:00:06;Local Padrão;
Sara;DIGITACAO-1;54527;31;2;462;2024;07;JM_ADMI_0462;Verificação;Validação 2;1209;1209;37;37;9/19/2024 13:08:18;9/19/2024 13:08:27;00:00:09;Local Padrão;
Sara;DIGITACAO-1;54546;31;2;462;2024;07;JM_ADMI_0462;Verificação;Validação 2;1209;1209;37;37;9/19/2024 13:08:39;9/19/2024 13:43:06;00:34:27;Local Padrão;
Sara;DIGITACAO-1;54547;31;2;474;2024;07;JM_ADMI_0475;Verificação;Validação 2;1053;1053;31;31;9/19/2024 13:43:06;9/19/2024 13:43:16;00:00:10;Local Padrão;
Sara;DIGITACAO-1;54573;31;2;604;2024;07;JM_ADMI_0603;Verificação;Validação 2;1190;1190;35;35;9/19/2024 13:43:42;9/19/2024 14:23:16;00:39:34;Local Padrão;
Sara;DIGITACAO-1;54576;31;2;604;2024;07;JM_ADMI_0603;Verificação;Validação 2;1190;1190;35;35;9/19/2024 14:23:29;9/19/2024 14:32:48;00:09:19;Local Padrão;
Sara;DIGITACAO-1;54577;31;2;604;2024;07;JM_ADMI_0603;Verificação;Validação 2;1190;1190;35;35;9/19/2024 14:33:03;9/19/2024 14:33:17;00:00:14;Local Padrão;
Sara;DIGITACAO-1;54578;31;2;486;2024;07;JM_ADMI_0483;Verificação;Validação 2;1112;1112;36;36;9/19/2024 14:33:17;9/19/2024 14:33:23;00:00:06;Local Padrão;
Sara;DIGITACAO-1;54579;31;2;488;2024;07;JM_ADMI_0458;Verificação;;1009;1009;30;30;9/19/2024 14:33:24;9/19/2024 14:33:34;00:00:10;Local Padrão;
Sara;DIGITACAO-1;54595;31;2;595;2024;07;JM_ADMI_0590;Verificação;Validação 2;1165;1165;31;31;9/19/2024 14:33:54;9/19/2024 15:04:01;00:30:07;Local Padrão;
Sara;DIGITACAO-1;54596;31;2;496;2024;07;JM_ADMI_0493;Verificação;Validação 2;1175;1175;53;53;9/19/2024 15:04:01;9/19/2024 15:04:08;00:00:07;Local Padrão;
Sara;DIGITACAO-1;54597;31;2;496;2024;07;JM_ADMI_0493;Verificação;Validação 2;1175;1175;53;53;9/19/2024 15:04:32;9/19/2024 15:04:41;00:00:09;Local Padrão;
Sara;DIGITACAO-1;54608;31;2;564;2024;07;JM_ADMI_0561;Verificação;Validação 2;1160;1160;31;31;9/19/2024 15:04:58;9/19/2024 15:34:13;00:29:15;Local Padrão;
Sara;DIGITACAO-1;54609;31;2;499;2024;07;JM_ADMI_0501;Verificação;;913;913;26;26;9/19/2024 15:34:13;9/19/2024 15:34:18;00:00:05;Local Padrão;
Sara;DIGITACAO-1;54648;31;2;509;2024;07;JM_ADMI_0518;Verificação;Validação 2;1146;1146;31;31;9/19/2024 15:34:30;9/19/2024 15:49:19;00:14:49;Local Padrão;
Sara;DIGITACAO-1;54746;31;2;509;2024;07;JM_ADMI_0518;Verificação;Validação 2;1146;1146;31;31;9/19/2024 15:49:33;9/19/2024 16:23:02;00:33:29;Local Padrão;
Sara;DIGITACAO-1;54748;31;2;502;2024;07;JM_ADMI_0514;Verificação;Verificação;1356;1356;57;57;9/19/2024 16:23:02;9/19/2024 16:23:10;00:00:08;Local Padrão;
Total; ; ; ; ; ; ; ; ; ; ; ;28628; ;870; ; ;06:55:05; ;
Joao;DIGITACAO-5;54419;31;2;411;2024;07;JM_ADMI_0415;Verificação;Validação 2;719;719;48;48;9/19/2024 07:20:08;9/19/2024 07:20:17;00:00:09;Local Padrão;
Joao;DIGITACAO-5;54422;31;2;411;2024;07;JM_ADMI_0415;Verificação;Validação 2;719;719;48;48;9/19/2024 07:20:26;9/19/2024 07:43:47;00:23:21;Local Padrão;
Joao;DIGITACAO-5;54424;31;2;421;2024;07;JM_ADMI_0424;Verificação;Validação 2;832;832;24;24;9/19/2024 07:43:48;9/19/2024 07:59:34;00:15:46;Local Padrão;
Joao;DIGITACAO-5;54426;31;2;424;2024;07;JM_ADMI_0419;Verificação;Validação 2;1058;1058;36;36;9/19/2024 07:59:34;9/19/2024 08:28:48;00:29:14;Local Padrão;
Joao;DIGITACAO-5;54430;31;2;428;2024;07;JM_ADMI_0420;Verificação;Validação 2;828;828;55;55;9/19/2024 08:28:48;9/19/2024 08:51:45;00:22:57;Local Padrão;
Joao;DIGITACAO-5;54433;31;2;429;2024;07;JM_ADMI_0404;Verificação;Validação 2;1188;1188;39;39;9/19/2024 08:51:45;9/19/2024 09:18:19;00:26:34;Local Padrão;
Joao;DIGITACAO-5;54440;31;2;430;2024;07;JM_ADMI_0342;Verificação;Validação 2;1080;1080;48;48;9/19/2024 09:18:19;9/19/2024 09:37:48;00:19:29;Local Padrão;
Joao;DIGITACAO-5;54448;31;2;432;2024;07;JM_ADMI_0401;Verificação;Validação 2;1033;1033;41;41;9/19/2024 09:37:48;9/19/2024 10:04:59;00:27:11;Local Padrão;
Joao;DIGITACAO-5;54457;31;2;436;2024;07;JM_ADMI_0343;Verificação;Validação 2;1065;1065;66;66;9/19/2024 10:05:00;9/19/2024 10:09:57;00:04:57;Local Padrão;
Joao;DIGITACAO-5;54466;31;2;436;2024;07;JM_ADMI_0343;Verificação;Validação 2;1065;1065;66;66;9/19/2024 10:11:44;9/19/2024 10:45:28;00:33:44;Local Padrão;
Joao;DIGITACAO-5;54484;31;2;437;2024;07;JM_ADMI_0445;Verificação;Validação 2;1066;1066;36;36;9/19/2024 10:45:28;9/19/2024 11:07:49;00:22:21;Local Padrão;
Joao;ADMIN-1;54490;31;2;437;2024;07;JM_ADMI_0445;Verificação;Validação 2;1066;1066;36;36;9/19/2024 11:11:13;9/19/2024 11:12:41;00:01:28;Local Padrão;
Joao;ADMIN-1;54491;31;2;443;2024;07;JM_ADMI_0439;Verificação;;1069;1069;0;0;9/19/2024 11:12:41;9/19/2024 11:13:49;00:01:08;Local Padrão;
Joao;ADMIN-1;54505;31;2;524;2024;07;JM_ADMI_0527;Verificação;Validação 2;763;763;23;23;9/19/2024 11:14:20;9/19/2024 11:28:35;00:14:15;Local Padrão;
Joao;DIGITACAO-5;54517;31;2;524;2024;07;JM_ADMI_0527;Verificação;Validação 2;763;763;23;23;9/19/2024 12:36:53;9/19/2024 12:53:46;00:16:53;Local Padrão;
Joao;DIGITACAO-5;54528;31;2;449;2024;07;JM_ADMI_0437;Verificação;Validação 2;1179;1179;35;35;9/19/2024 12:53:47;9/19/2024 13:24:01;00:30:14;Local Padrão;
Joao;DIGITACAO-5;54548;31;2;458;2024;07;JM_ADMI_0464;Verificação;Validação 2;1201;1201;41;41;9/19/2024 13:24:01;9/19/2024 13:47:04;00:23:03;Local Padrão;
Joao;DIGITACAO-5;54564;31;2;474;2024;07;JM_ADMI_0475;Verificação;Validação 2;1053;1053;31;31;9/19/2024 13:47:05;9/19/2024 14:12:59;00:25:54;Local Padrão;
Joao;DIGITACAO-5;54569;31;2;480;2024;07;JM_ADMI_0491;Verificação;Validação 2;1085;1085;33;33;9/19/2024 14:13:00;9/19/2024 14:23:04;00:10:04;Local Padrão;
Joao;DIGITACAO-5;54580;31;2;480;2024;07;JM_ADMI_0491;Verificação;Validação 2;1085;1085;33;33;9/19/2024 14:24:52;9/19/2024 14:40:46;00:15:54;Local Padrão;
Joao;DIGITACAO-5;54581;31;2;489;2024;07;JM_ADMI_0486;Verificação;Validação 2;1281;1281;42;42;9/19/2024 14:40:46;9/19/2024 14:40:52;00:00:06;Local Padrão;
Joao;DIGITACAO-5;54593;31;2;489;2024;07;JM_ADMI_0486;Verificação;Validação 2;1281;1281;42;42;9/19/2024 14:41:06;9/19/2024 15:05:28;00:24:22;Local Padrão;
Joao;DIGITACAO-5;54604;31;2;494;2024;07;JM_ADMI_0488;Verificação;Validação 2;1003;1003;50;50;9/19/2024 15:05:28;9/19/2024 15:23:10;00:17:42;Local Padrão;
Joao;DIGITACAO-5;54607;31;2;494;2024;07;JM_ADMI_0488;Verificação;Validação 2;1003;1003;50;50;9/19/2024 15:23:24;9/19/2024 15:32:05;00:08:41;Local Padrão;
Joao;DIGITACAO-5;54614;31;2;498;2024;07;JM_ADMI_0487;Verificação;;921;921;28;28;9/19/2024 15:32:05;9/19/2024 15:43:25;00:11:20;Local Padrão;
Joao;DIGITACAO-5;54643;31;2;498;2024;07;JM_ADMI_0487;Verificação;;921;921;28;28;9/19/2024 15:44:57;9/19/2024 15:50:57;00:06:00;Local Padrão;
Joao;DIGITACAO-5;54690;31;2;609;2024;07;JM_ADMI_0578;Verificação;;913;913;21;21;9/19/2024 15:51:04;9/19/2024 15:58:21;00:07:17;Local Padrão;
Joao;DIGITACAO-5;54693;47;1;11;2024;09;DOSSIE_AMMA_0036;Verificação;Verificação;47;47;47;47;9/19/2024 15:58:29;9/19/2024 15:58:37;00:00:08;Local Padrão;
Joao;DIGITACAO-5;54695;47;1;11;2024;09;DOSSIE_AMMA_0036;Verificação;Verificação;47;47;47;47;9/19/2024 15:58:38;9/19/2024 15:58:46;00:00:08;Local Padrão;
Joao;DIGITACAO-5;54701;47;1;11;2024;09;DOSSIE_AMMA_0036;Classificação;;47;47;47;47;9/19/2024 15:59:06;9/19/2024 16:00:28;00:01:22;Local Padrão;
Joao;DIGITACAO-5;54711;31;2;609;2024;07;JM_ADMI_0578;Verificação;;913;913;21;21;9/19/2024 16:00:36;9/19/2024 16:08:02;00:07:26;Local Padrão;
Joao;DIGITACAO-5;54741;31;2;629;2024;07;JM_ADMI_0622;Verificação;;873;873;23;23;9/19/2024 16:08:21;9/19/2024 16:20:57;00:12:36;Local Padrão;
Joao;DIGITACAO-5;54753;31;2;513;2024;07;JM_ADMI_0540;Verificação;Verificação;917;917;23;23;9/19/2024 16:24:12;9/19/2024 16:40:22;00:16:10;Local Padrão;
Total; ; ; ; ; ; ; ; ; ; ; ;30084; ;1231; ; ;07:57:54; ;
Kayo;OCR;54477;3;2;335;2024;06;CONTI_CARLOS;Controle de Qualidade;Ocr PDF;1;1;0;0;9/19/2024 10:59:20;9/19/2024 11:01:45;00:02:25;Local Padrão;
Kayo;OCR;54480;47;1;21;2024;09;DOSSIE_AMMA_0028;Suspenso OCR;OCR2;1627;1627;0;0;9/19/2024 11:02:51;9/19/2024 11:02:51;00:00:00;Local Padrão;
Kayo;OCR;54481;47;1;31;2024;09;DOSSIE_AMMA_0032;Suspenso OCR;OCR2;1661;1661;0;0;9/19/2024 11:02:51;9/19/2024 11:02:51;00:00:00;Local Padrão;
Kayo;OCR;54482;47;1;1;2024;09;DOSSIE_AMMA_0010;Suspenso Indexação;Indexação automática;1836;1836;0;0;9/19/2024 11:03:01;9/19/2024 11:03:01;00:00:00;Local Padrão;
Kayo;OCR;54483;47;1;23;2024;09;DOSSIE_AMMA_0024;Suspenso Indexação;Indexação automática;1318;1318;0;0;9/19/2024 11:03:01;9/19/2024 11:03:01;00:00:00;Local Padrão;
Kayo;OCR;54485;47;1;12;2024;09;DOSSIE_AMMA_0041;Classificação;Classificação;924;924;924;924;9/19/2024 11:08:27;9/19/2024 11:08:37;00:00:10;Local Padrão;
Kayo;OCR;54486;47;1;11;2024;09;DOSSIE_AMMA_0036;Classificação;;47;47;47;47;9/19/2024 11:08:40;9/19/2024 11:08:43;00:00:03;Local Padrão;
Kayo;OCR;54487;47;1;10;2024;09;DOSSIE_AMMA_0011;Classificação;Classificação;2100;2100;2100;2100;9/19/2024 11:08:45;9/19/2024 11:08:52;00:00:07;Local Padrão;
Kayo;OCR;54488;47;1;44;2024;09;DOSSIE_AMMA_0051;Classificação;Classificação;732;732;732;732;9/19/2024 11:09:07;9/19/2024 11:09:17;00:00:10;Local Padrão;
Kayo;OCR;54489;47;1;11;2024;09;DOSSIE_AMMA_0036;Classificação;;47;47;47;47;9/19/2024 11:10:44;9/19/2024 11:11:04;00:00:20;Local Padrão;
Kayo;OCR;54493;47;1;44;2024;09;DOSSIE_AMMA_0051;Classificação;Classificação;732;732;732;117;9/19/2024 11:11:38;9/19/2024 11:14:57;00:03:19;Local Padrão;
Kayo;OCR;54494;47;1;44;2024;09;DOSSIE_AMMA_0051;Classificação;Classificação;732;732;117;732;9/19/2024 11:15:13;9/19/2024 11:16:12;00:00:59;Local Padrão;
Kayo;OCR;54496;47;1;44;2024;09;DOSSIE_AMMA_0051;Classificação;Classificação;732;732;732;117;9/19/2024 11:16:35;9/19/2024 11:17:20;00:00:45;Local Padrão;
Kayo;OCR;54497;47;1;44;2024;09;DOSSIE_AMMA_0051;Classificação;Classificação;732;732;117;732;9/19/2024 11:17:32;9/19/2024 11:18:25;00:00:53;Local Padrão;
Kayo;OCR;54501;47;1;44;2024;09;DOSSIE_AMMA_0051;Classificação;Classificação;732;732;732;117;9/19/2024 11:24:34;9/19/2024 11:25:23;00:00:49;Local Padrão;
Kayo;OCR;54507;47;1;44;2024;09;DOSSIE_AMMA_0051;Classificação;Classificação;732;732;117;117;9/19/2024 11:33:10;9/19/2024 11:35:21;00:02:11;Local Padrão;
Kayo;OCR;54508;47;1;44;2024;09;DOSSIE_AMMA_0051;Classificação;Classificação;732;732;117;117;9/19/2024 11:44:49;9/19/2024 11:47:37;00:02:48;Local Padrão;
Kayo;OCR;54509;47;1;44;2024;09;DOSSIE_AMMA_0051;Classificação;Classificação;732;732;117;117;9/19/2024 11:51:09;9/19/2024 11:52:09;00:01:00;Local Padrão;
Kayo;OCR;54510;47;1;44;2024;09;DOSSIE_AMMA_0051;Classificação;Classificação;732;732;117;69;9/19/2024 11:58:27;9/19/2024 11:58:57;00:00:30;Local Padrão;
Kayo;OCR;54511;47;1;44;2024;09;DOSSIE_AMMA_0051;Classificação;Classificação;732;732;69;69;9/19/2024 11:58:59;9/19/2024 11:59:44;00:00:45;Local Padrão;
Kayo;OCR;54512;47;1;44;2024;09;DOSSIE_AMMA_0051;Classificação;Classificação;732;732;69;732;9/19/2024 12:00:13;9/19/2024 12:00:29;00:00:16;Local Padrão;
Kayo;OCR;54513;47;1;44;2024;09;DOSSIE_AMMA_0051;Classificação;Classificação;732;732;732;69;9/19/2024 12:01:05;9/19/2024 12:07:15;00:06:10;Local Padrão;
Kayo;OCR;54514;47;1;44;2024;09;DOSSIE_AMMA_0051;Classificação;Classificação;732;732;69;68;9/19/2024 12:08:17;9/19/2024 12:08:58;00:00:41;Local Padrão;
Kayo;OCR;54515;47;1;44;2024;09;DOSSIE_AMMA_0051;Classificação;Classificação;732;732;68;19;9/19/2024 12:15:28;9/19/2024 12:18:21;00:02:53;Local Padrão;
Kayo;OCR;54516;47;1;44;2024;09;DOSSIE_AMMA_0051;Classificação;Classificação;732;732;19;732;9/19/2024 12:20:52;9/19/2024 12:35:33;00:14:41;Local Padrão;
Kayo;OCR;54529;47;1;44;2024;09;DOSSIE_AMMA_0051;Classificação;Classificação;732;732;732;117;9/19/2024 12:36:28;9/19/2024 13:24:24;00:47:56;Local Padrão;
Kayo;OCR;54541;47;1;44;2024;09;DOSSIE_AMMA_0051;Classificação;Classificação;732;732;117;15;9/19/2024 13:31:12;9/19/2024 13:37:30;00:06:18;Local Padrão;
Kayo;OCR;54542;47;1;44;2024;09;DOSSIE_AMMA_0051;Classificação;Classificação;732;732;15;15;9/19/2024 13:37:57;9/19/2024 13:41:59;00:04:02;Local Padrão;
Kayo;OCR;54543;47;1;44;2024;09;DOSSIE_AMMA_0051;Classificação;Classificação;732;732;15;732;9/19/2024 13:42:13;9/19/2024 13:43:02;00:00:49;Local Padrão;
Kayo;OCR;54544;47;1;44;2024;09;DOSSIE_AMMA_0051;Classificação;Classificação;732;732;732;117;9/19/2024 13:43:19;9/19/2024 13:44:19;00:01:00;Local Padrão;
Kayo;OCR;54545;47;1;44;2024;09;DOSSIE_AMMA_0051;Classificação;Classificação;732;732;117;117;9/19/2024 13:44:23;9/19/2024 13:44:58;00:00:35;Local Padrão;
Kayo;OCR;54549;47;1;44;2024;09;DOSSIE_AMMA_0051;Classificação;Classificação;732;732;117;68;9/19/2024 13:45:14;9/19/2024 13:48:55;00:03:41;Local Padrão;
Kayo;OCR;54551;47;1;44;2024;09;DOSSIE_AMMA_0051;Classificação;Classificação;732;732;68;26;9/19/2024 13:49:44;9/19/2024 13:52:29;00:02:45;Local Padrão;
Kayo;OCR;54552;47;1;44;2024;09;DOSSIE_AMMA_0051;Classificação;Classificação;732;732;26;26;9/19/2024 13:52:32;9/19/2024 13:53:22;00:00:50;Local Padrão;
Kayo;OCR;54553;47;1;44;2024;09;DOSSIE_AMMA_0051;Classificação;Classificação;732;732;26;75;9/19/2024 13:54:07;9/19/2024 13:55:02;00:00:55;Local Padrão;
Kayo;OCR;54554;47;1;44;2024;09;DOSSIE_AMMA_0051;Classificação;Classificação;732;732;75;26;9/19/2024 13:55:18;9/19/2024 13:55:59;00:00:41;Local Padrão;
Kayo;OCR;54556;47;1;44;2024;09;DOSSIE_AMMA_0051;Classificação;Classificação;732;732;26;76;9/19/2024 13:56:46;9/19/2024 13:56:59;00:00:13;Local Padrão;
Kayo;OCR;54560;47;1;44;2024;09;DOSSIE_AMMA_0051;Classificação;Classificação;732;732;76;18;9/19/2024 13:58:28;9/19/2024 14:07:32;00:09:04;Local Padrão;
Kayo;OCR;54561;47;1;44;2024;09;DOSSIE_AMMA_0051;Classificação;Classificação;732;732;18;19;9/19/2024 14:09:26;9/19/2024 14:09:48;00:00:22;Local Padrão;
Kayo;OCR;54562;47;1;44;2024;09;DOSSIE_AMMA_0051;Classificação;Classificação;732;732;19;19;9/19/2024 14:10:10;9/19/2024 14:10:18;00:00:08;Local Padrão;
Kayo;OCR;54570;47;1;44;2024;09;DOSSIE_AMMA_0051;Classificação;Classificação;732;732;19;17;9/19/2024 14:23:22;9/19/2024 14:23:45;00:00:23;Local Padrão;
